policyId,Gender,policyHolderAge,hasCanadianDrivingLicense,territory,hasAutoInsurance,hadVehicleClaimInPast,homeInsurancePremium,saleChannel,isOwner,rentedVehicle,hasMortgage,nbWeeksInsured,vehicleStatus
83292,Male,20,1,40,1,No,929,151,1,1,1,34,New vehicle
83294,Female,27,1,28,1,No,845,152,0,0,NA,39,New vehicle
83297,Male,26,1,50,1,No,702,152,1,0,1,8,New vehicle
83301,Female,56,1,7,0,Yes,88,156,1,1,0,34,Recent vehicle
83311,Female,23,1,50,1,No,837,152,0,0,NA,29,New vehicle
83318,Female,66,1,7,1,No,931,26,0,0,NA,39,Recent vehicle
83328,Female,21,1,35,1,No,876,152,0,1,NA,15,New vehicle
83341,Female,50,1,17,0,Yes,1864,30,0,1,NA,19,Recent vehicle
83380,Male,45,1,14,0,Yes,794,122,1,0,0,6,Recent vehicle
83381,Male,24,1,22,0,No,88,152,1,1,1,2,New vehicle
83384,Male,18,1,4,1,No,1093,152,0,1,NA,3,New vehicle
83392,Male,32,1,50,1,No,973,152,1,0,1,14,New vehicle
83402,Male,51,1,45,0,Yes,989,154,0,1,NA,3,Recent vehicle
83405,Male,23,1,25,1,No,1186,152,1,1,1,16,New vehicle
83406,Male,49,1,25,0,Yes,1143,26,0,0,NA,13,Recent vehicle
83409,Female,25,1,1,1,No,1686,151,1,1,0,24,New vehicle
83417,Male,37,1,12,1,No,823,124,1,0,1,8,Recent vehicle
83458,Female,76,1,25,1,No,1123,26,1,1,1,43,Recent vehicle
83460,Female,20,1,24,1,No,1094,152,0,0,NA,45,New vehicle
83464,Female,27,1,25,0,Yes,2255,124,0,0,NA,13,New vehicle
83467,Female,25,1,39,1,No,883,152,1,0,0,31,New vehicle
83471,Female,27,1,45,0,Yes,1637,152,1,1,1,17,New vehicle
83474,Male,45,1,3,0,Yes,842,124,1,0,1,3,Recent vehicle
83479,Male,23,1,47,1,No,925,152,0,0,NA,34,New vehicle
83491,Female,24,1,12,0,Yes,1036,152,1,1,1,23,New vehicle
83500,Male,39,1,25,0,Yes,2268,124,0,0,NA,39,Recent vehicle
83504,Male,71,1,25,0,Yes,1193,31,1,0,1,21,Old vehicle
83517,Male,37,1,25,0,Yes,1106,124,0,0,NA,25,Recent vehicle
83518,Male,20,1,24,1,No,818,152,1,1,1,27,New vehicle
83520,Male,20,1,50,0,No,88,156,0,0,NA,4,Recent vehicle
83532,Female,26,1,25,0,Yes,1029,26,0,0,NA,34,New vehicle
83535,Female,65,1,3,1,No,1094,124,0,1,NA,36,Recent vehicle
83555,Male,61,1,25,0,Yes,1860,26,1,1,0,5,Old vehicle
83559,Female,29,1,38,0,No,899,152,0,0,NA,27,New vehicle
83595,Female,28,1,25,1,No,1192,152,0,1,NA,22,New vehicle
83606,Male,44,1,25,0,Yes,2089,26,0,0,NA,20,Recent vehicle
83637,Female,29,1,44,1,No,1032,152,0,1,NA,40,New vehicle
83638,Male,25,1,45,0,Yes,1744,151,0,1,NA,26,New vehicle
83648,Male,25,1,25,0,Yes,1282,26,0,0,NA,10,New vehicle
83657,Female,28,1,25,0,Yes,1369,124,0,1,NA,36,Recent vehicle
83665,Male,39,1,46,1,No,88,160,0,1,NA,32,Recent vehicle
83678,Male,53,1,45,1,Yes,1690,25,0,1,NA,44,Recent vehicle
83686,Female,24,1,25,0,Yes,1308,155,1,0,1,1,Recent vehicle
83693,Female,23,1,42,1,No,866,152,0,0,NA,10,New vehicle
83694,Female,46,1,25,0,No,1616,122,1,0,1,29,Recent vehicle
83699,Male,61,1,45,1,No,1965,26,1,0,1,30,Recent vehicle
83701,Female,29,1,25,1,No,1038,26,0,1,NA,23,New vehicle
83715,Female,43,1,25,0,Yes,850,55,0,1,NA,27,Recent vehicle
83716,Male,38,1,50,1,No,88,26,0,0,NA,15,Recent vehicle
83726,Male,62,1,25,0,Yes,1414,60,0,1,NA,19,Recent vehicle
83736,Female,42,1,25,0,Yes,1611,26,0,1,NA,29,Old vehicle
83744,Female,33,1,25,1,Yes,1445,160,0,1,NA,29,Recent vehicle
83755,Female,25,1,42,1,No,1274,152,0,0,NA,43,New vehicle
83761,Male,68,1,26,0,Yes,733,124,0,1,NA,12,Recent vehicle
83763,Male,57,1,6,1,No,1122,152,1,1,1,35,Recent vehicle
83773,Male,25,1,7,1,No,970,152,0,1,NA,29,New vehicle
83775,Male,25,1,14,0,Yes,1022,152,1,0,1,34,New vehicle
83779,Male,46,1,40,0,Yes,913,156,0,1,NA,39,Recent vehicle
83781,Male,72,1,24,1,No,1318,122,0,1,NA,19,Recent vehicle
83782,Male,34,1,25,1,No,1070,157,0,1,NA,26,Recent vehicle
83789,Female,49,1,8,1,No,803,152,0,0,NA,32,Recent vehicle
83791,Female,32,1,45,0,No,2275,152,0,0,NA,12,New vehicle
83794,Male,18,1,28,1,No,962,160,0,1,NA,8,New vehicle
83802,Male,22,1,50,0,Yes,878,160,0,0,NA,9,New vehicle
83813,Female,37,1,25,0,Yes,1336,125,1,0,1,9,Recent vehicle
83823,Female,42,1,45,0,Yes,88,26,0,1,NA,32,Recent vehicle
83875,Male,24,1,7,1,No,905,160,0,0,NA,13,New vehicle
83877,Female,48,1,11,0,Yes,1044,26,0,0,NA,44,Old vehicle
83921,Male,32,1,25,0,Yes,1056,124,0,1,NA,29,Recent vehicle
83932,Male,38,1,7,1,No,960,152,0,0,NA,19,Recent vehicle
83947,Female,74,1,45,1,No,1199,26,0,1,NA,32,Recent vehicle
83970,Male,68,1,22,0,Yes,88,26,0,1,NA,12,Old vehicle
83976,Male,47,1,3,0,Yes,1664,124,1,1,1,29,Recent vehicle
83986,Male,35,1,45,0,No,88,26,0,1,NA,36,Recent vehicle
83987,Male,26,1,21,1,No,88,160,0,1,NA,24,New vehicle
83991,Female,85,1,5,1,No,88,15,0,0,NA,13,Recent vehicle
84002,Female,65,1,24,0,Yes,1145,152,0,0,NA,2,Recent vehicle
84014,Female,71,1,53,0,Yes,88,124,0,1,NA,13,Recent vehicle
84021,Female,27,1,7,1,No,786,152,1,1,1,22,New vehicle
84022,Male,59,1,10,1,No,915,124,0,0,NA,9,Recent vehicle
84038,Female,49,1,25,0,Yes,1415,26,1,0,1,39,Old vehicle
84052,Male,58,1,25,0,Yes,1598,124,1,1,1,41,Recent vehicle
84057,Male,62,1,25,0,Yes,1299,122,0,0,NA,12,Old vehicle
84060,Male,56,1,40,0,Yes,1134,124,0,0,NA,13,Recent vehicle
84062,Male,33,1,23,1,No,882,152,0,0,NA,23,New vehicle
84073,Female,19,1,6,0,Yes,88,152,1,1,1,40,New vehicle
84086,Male,52,1,7,0,Yes,88,156,0,0,NA,33,Recent vehicle
84115,Male,28,1,7,1,Yes,88,152,0,0,NA,13,New vehicle
84121,Female,51,1,25,1,No,1134,26,0,1,NA,42,Recent vehicle
84135,Male,18,1,19,0,Yes,1094,160,0,1,NA,41,New vehicle
84149,Female,25,1,8,0,Yes,901,152,0,0,NA,4,New vehicle
84153,Male,28,1,28,0,Yes,1339,124,1,0,0,29,Recent vehicle
84159,Male,56,1,38,1,Yes,88,157,0,0,NA,14,Recent vehicle
84162,Female,27,1,42,1,No,88,152,0,0,NA,43,New vehicle
84167,Male,37,1,25,0,Yes,1496,26,0,1,NA,10,Recent vehicle
84186,Male,31,1,25,1,No,1091,152,1,0,1,35,New vehicle
84229,Female,25,1,7,0,Yes,1320,163,0,0,NA,0,New vehicle
84250,Female,47,1,6,0,Yes,1242,26,1,1,1,15,Old vehicle
84254,Male,54,1,45,0,Yes,1310,26,0,1,NA,40,Recent vehicle
84271,Female,42,1,25,0,Yes,1066,124,0,1,NA,23,Recent vehicle
84273,Male,39,1,25,0,Yes,1055,124,0,0,NA,33,Recent vehicle
84280,Male,22,1,41,1,No,1072,152,1,1,1,6,New vehicle
84298,Male,26,1,14,1,No,978,152,1,1,1,29,New vehicle
84300,Female,28,1,39,1,No,737,152,0,0,NA,29,New vehicle
84311,Male,71,1,50,1,No,810,124,0,0,NA,7,Recent vehicle
84327,Male,38,1,25,0,Yes,823,26,0,1,NA,1,Recent vehicle
84330,Male,36,1,25,0,Yes,1347,124,1,0,1,11,Recent vehicle
84341,Female,24,1,38,1,No,1319,160,0,1,NA,2,New vehicle
84346,Male,63,1,50,0,Yes,1143,26,0,0,NA,25,Recent vehicle
84358,Female,28,1,32,1,No,810,152,0,1,NA,31,New vehicle
84389,Female,30,1,32,1,No,1010,152,0,1,NA,18,New vehicle
84392,Male,20,1,12,1,No,1467,152,1,0,1,23,New vehicle
84401,Male,46,1,45,0,Yes,1027,26,0,0,NA,34,Recent vehicle
84409,Male,20,1,24,1,No,88,152,1,0,1,5,New vehicle
84414,Male,47,1,33,1,No,88,26,1,0,1,31,Recent vehicle
84433,Male,53,1,33,1,No,88,26,0,0,NA,20,Recent vehicle
84448,Male,62,1,24,0,Yes,1590,135,0,1,NA,23,Recent vehicle
84449,Female,21,1,6,1,No,88,152,0,0,NA,31,New vehicle
84451,Male,20,1,42,1,No,1067,152,1,1,1,21,New vehicle
84479,Male,67,1,25,0,Yes,1012,26,0,1,NA,38,Old vehicle
84484,Female,39,1,25,1,No,1272,124,0,0,NA,28,Recent vehicle
84502,Male,25,1,42,1,No,1192,152,0,0,NA,40,New vehicle
84504,Male,46,1,6,1,No,1767,124,1,1,1,41,Recent vehicle
84505,Male,48,1,25,0,Yes,88,124,0,1,NA,6,Old vehicle
84511,Male,61,1,25,0,Yes,1136,26,0,0,NA,28,Old vehicle
84529,Male,24,1,12,1,No,1082,152,0,1,NA,36,New vehicle
84533,Male,31,1,50,0,Yes,808,152,0,0,NA,29,New vehicle
84543,Female,20,1,42,1,No,858,152,0,0,NA,23,New vehicle
84546,Male,42,1,30,0,Yes,1159,26,0,0,NA,10,Recent vehicle
84555,Female,31,1,45,1,No,905,152,1,1,0,44,New vehicle
84560,Female,38,1,45,0,Yes,865,124,1,0,1,26,Recent vehicle
84574,Male,65,1,14,1,Yes,1051,26,0,0,NA,45,Recent vehicle
84575,Female,23,1,45,1,No,1261,160,1,1,0,9,New vehicle
84577,Female,20,1,6,1,No,1631,152,1,0,1,31,New vehicle
84578,Male,43,1,25,0,Yes,1163,124,0,0,NA,15,Recent vehicle
84580,Male,59,1,45,0,Yes,1037,3,0,0,NA,7,Recent vehicle
84586,Female,63,1,42,0,Yes,88,156,1,0,1,14,Recent vehicle
84627,Male,45,1,7,0,Yes,1064,124,0,1,NA,8,Recent vehicle
84647,Female,49,1,25,1,Yes,1837,26,0,1,NA,40,Recent vehicle
84668,Male,23,1,25,1,No,2416,152,1,1,0,19,New vehicle
84675,Male,44,1,33,1,No,88,26,0,1,NA,40,Recent vehicle
84683,Male,74,1,25,0,Yes,88,158,0,1,NA,10,Recent vehicle
84698,Male,54,1,25,1,No,2049,122,0,0,NA,35,Recent vehicle
84717,Male,50,1,35,0,Yes,921,26,0,1,NA,33,Recent vehicle
84719,Female,46,1,45,0,Yes,931,124,0,1,NA,20,Recent vehicle
84723,Female,73,1,17,0,No,970,124,1,0,1,8,Recent vehicle
84747,Male,68,1,25,0,Yes,1479,13,1,0,1,29,Old vehicle
84755,Female,26,1,7,1,No,733,152,0,1,NA,39,New vehicle
84759,Male,31,1,45,0,Yes,1400,124,1,0,0,10,New vehicle
84768,Male,27,1,19,1,No,988,152,1,0,0,11,New vehicle
84771,Male,24,1,25,0,Yes,1317,160,0,0,NA,43,New vehicle
84774,Female,65,1,25,0,Yes,2478,122,0,1,NA,23,Old vehicle
84776,Male,39,1,25,0,Yes,1130,26,1,1,1,7,Recent vehicle
84790,Female,41,1,25,0,Yes,1442,154,0,0,NA,35,Recent vehicle
84796,Female,30,1,45,1,No,1084,152,0,1,NA,21,New vehicle
84798,Male,22,1,17,0,Yes,1152,152,0,1,NA,38,New vehicle
84806,Female,21,1,13,0,Yes,88,152,0,1,NA,34,New vehicle
84826,Male,28,1,43,0,Yes,952,152,0,0,NA,11,New vehicle
84844,Female,28,1,27,1,No,1129,152,1,0,1,15,New vehicle
84853,Male,50,1,38,1,No,88,86,1,1,0,29,Recent vehicle
84855,Male,51,1,45,0,Yes,922,124,0,0,NA,19,Recent vehicle
84862,Female,27,1,7,1,No,1149,152,0,0,NA,31,New vehicle
84865,Female,37,1,16,0,Yes,1063,152,1,0,1,5,Recent vehicle
84868,Male,20,1,51,0,Yes,863,152,1,1,1,21,New vehicle
84917,Male,52,1,25,0,Yes,1376,13,0,0,NA,20,Recent vehicle
84922,Male,31,1,12,0,Yes,1190,124,0,1,NA,11,New vehicle
84926,Female,23,1,41,0,Yes,862,160,0,1,NA,40,New vehicle
84927,Female,27,1,38,1,No,1187,152,0,0,NA,33,New vehicle
84944,Male,54,1,25,0,Yes,1345,26,0,0,NA,40,Recent vehicle
84946,Female,42,1,25,0,Yes,1739,26,1,0,0,22,Old vehicle
84957,Male,40,1,25,0,No,1645,55,0,1,NA,40,Recent vehicle
84959,Female,27,1,23,0,No,1022,152,0,0,NA,45,New vehicle
84984,Female,41,1,25,0,Yes,1139,163,0,0,NA,21,Recent vehicle
85000,Female,37,1,25,1,No,1518,124,0,1,NA,29,Recent vehicle
85001,Male,23,1,34,0,Yes,1290,124,0,1,NA,41,New vehicle
85018,Female,21,1,18,1,No,888,152,1,0,0,31,New vehicle
85020,Male,40,1,25,0,Yes,1626,26,1,1,1,27,Recent vehicle
85035,Female,24,1,38,1,Yes,1100,160,0,0,NA,10,New vehicle
85041,Female,56,1,40,0,Yes,683,26,1,0,0,27,Recent vehicle
85056,Male,24,1,17,0,Yes,944,152,0,1,NA,24,New vehicle
85094,Female,20,1,25,1,No,1248,152,1,1,1,31,New vehicle
85095,Male,27,1,45,1,No,1141,152,0,1,NA,32,New vehicle
85101,Male,50,1,42,0,Yes,856,124,0,0,NA,20,Recent vehicle
85102,Male,18,1,46,0,No,88,160,0,1,NA,42,New vehicle
85114,Female,60,1,12,0,Yes,1174,124,0,0,NA,16,Old vehicle
85118,Male,23,1,7,1,No,1017,152,0,1,NA,42,New vehicle
85133,Male,66,1,18,0,Yes,88,124,0,0,NA,21,Recent vehicle
85134,Female,43,1,25,0,Yes,1301,124,0,1,NA,28,Recent vehicle
85143,Male,53,1,25,0,Yes,88,124,0,0,NA,12,Recent vehicle
85146,Female,23,1,25,0,Yes,1362,124,0,1,NA,36,Recent vehicle
85147,Male,77,1,35,0,Yes,88,26,0,0,NA,23,Recent vehicle
85157,Male,35,1,35,0,Yes,923,26,0,0,NA,13,Recent vehicle
85164,Female,27,1,50,1,No,1200,160,0,0,NA,14,New vehicle
85177,Female,22,1,16,0,Yes,783,152,1,1,1,23,New vehicle
85186,Male,45,1,25,0,Yes,1024,124,1,1,0,8,Recent vehicle
85190,Female,41,1,29,0,Yes,1152,124,0,0,NA,26,Recent vehicle
85204,Male,47,1,23,0,Yes,660,152,0,1,NA,27,Recent vehicle
85212,Male,74,1,25,1,No,88,122,0,0,NA,4,Recent vehicle
85214,Male,40,1,25,0,Yes,1125,163,0,1,NA,26,Recent vehicle
85219,Female,27,1,45,0,No,88,152,0,1,NA,31,New vehicle
85231,Male,33,1,26,1,No,984,152,0,1,NA,32,New vehicle
85256,Female,46,1,25,0,Yes,88,155,1,0,1,20,Recent vehicle
85278,Male,55,1,10,1,No,1687,124,1,0,1,41,Recent vehicle
85282,Female,78,1,25,0,Yes,2016,55,0,0,NA,14,Recent vehicle
85300,Male,21,1,4,1,No,1350,152,0,1,NA,9,New vehicle
85307,Male,27,1,25,0,Yes,909,152,0,1,NA,29,New vehicle
85310,Female,47,1,25,0,Yes,997,26,0,1,NA,5,Recent vehicle
85311,Female,50,1,13,0,Yes,1119,26,0,0,NA,27,Recent vehicle
85328,Male,48,1,45,0,Yes,1929,26,0,0,NA,26,Old vehicle
85336,Female,61,1,30,0,No,668,124,0,0,NA,11,Recent vehicle
85358,Male,25,1,8,1,No,994,152,0,0,NA,37,New vehicle
85384,Male,36,1,23,1,No,808,124,1,0,1,38,Recent vehicle
85386,Female,62,1,25,0,Yes,1798,124,0,1,NA,22,Old vehicle
85404,Male,25,1,25,0,Yes,1083,26,0,0,NA,22,New vehicle
85426,Female,51,1,46,0,Yes,1733,156,0,0,NA,17,Old vehicle
85433,Female,30,1,7,1,No,947,152,0,0,NA,31,New vehicle
85439,Female,27,1,23,1,No,1166,152,0,0,NA,31,New vehicle
85443,Female,40,1,25,0,Yes,1141,154,1,1,1,5,Recent vehicle
85459,Male,65,1,42,1,No,1193,124,1,0,1,5,Recent vehicle
85462,Male,35,1,23,1,No,88,152,0,0,NA,12,New vehicle
85468,Male,19,1,45,1,Yes,88,163,1,1,1,13,Recent vehicle
85469,Female,20,1,16,1,No,1676,152,0,1,NA,15,New vehicle
85487,Male,60,1,43,0,No,1130,26,0,0,NA,32,Recent vehicle
85488,Female,24,1,25,1,No,826,152,0,1,NA,21,New vehicle
85489,Male,36,1,12,0,Yes,964,124,0,1,NA,41,Recent vehicle
85512,Female,23,1,43,1,No,667,152,0,0,NA,19,New vehicle
85547,Male,30,1,50,1,No,1347,160,0,0,NA,41,New vehicle
85551,Male,51,1,31,0,Yes,88,30,0,1,NA,16,Recent vehicle
85552,Male,29,1,49,1,No,1421,152,0,1,NA,21,New vehicle
85592,Female,33,1,36,1,No,88,26,0,1,NA,16,Recent vehicle
85593,Female,29,1,12,1,No,1441,152,0,0,NA,14,New vehicle
85606,Female,36,1,12,0,Yes,1097,120,1,1,1,40,Recent vehicle
85622,Male,25,1,7,1,No,855,152,0,1,NA,42,New vehicle
85626,Male,38,1,46,0,Yes,88,124,0,0,NA,35,Recent vehicle
85628,Male,18,1,17,0,Yes,1295,152,0,0,NA,2,New vehicle
85632,Female,53,1,42,0,Yes,1218,120,0,0,NA,6,Recent vehicle
85638,Female,59,1,25,1,No,1774,124,0,0,NA,25,Recent vehicle
85651,Male,40,1,25,0,Yes,1812,122,0,0,NA,30,Recent vehicle
85657,Female,23,1,16,0,No,514,152,0,1,NA,39,New vehicle
85684,Female,26,1,12,1,No,1240,152,1,1,1,4,New vehicle
85689,Female,52,1,25,1,No,1074,26,0,0,NA,33,Recent vehicle
85697,Female,36,1,7,0,Yes,754,124,0,0,NA,28,Recent vehicle
85722,Male,19,1,50,0,Yes,88,163,0,0,NA,7,New vehicle
85728,Male,53,1,25,0,Yes,1526,26,0,1,NA,24,Recent vehicle
85731,Male,46,1,42,0,Yes,1033,124,0,0,NA,15,Recent vehicle
85748,Female,24,1,16,0,No,887,152,1,1,1,26,New vehicle
85763,Female,21,1,43,1,No,886,152,1,0,1,34,New vehicle
85766,Male,38,1,33,0,Yes,88,124,0,0,NA,12,Recent vehicle
85767,Male,50,1,42,0,Yes,1110,124,0,0,NA,27,Old vehicle
85791,Male,42,1,25,0,Yes,2572,124,0,1,NA,41,Old vehicle
85800,Male,32,1,25,1,Yes,1962,124,0,0,NA,24,Recent vehicle
85801,Male,37,1,25,0,No,88,124,0,1,NA,8,Recent vehicle
85818,Male,46,1,38,0,Yes,1308,14,0,1,NA,32,Recent vehicle
85827,Male,47,1,20,0,Yes,88,26,1,1,0,32,Old vehicle
85838,Male,43,1,25,0,Yes,1363,124,0,0,NA,31,Recent vehicle
85865,Male,27,1,12,1,No,1098,152,0,0,NA,38,New vehicle
85866,Female,32,1,7,0,Yes,909,152,0,1,NA,38,Recent vehicle
85871,Female,37,1,25,0,Yes,1321,26,0,1,NA,36,Recent vehicle
85878,Female,33,1,20,1,No,756,151,1,0,1,38,New vehicle
85881,Male,64,1,23,0,Yes,88,26,0,0,NA,42,Recent vehicle
85908,Male,47,1,25,1,No,1022,124,0,1,NA,38,Recent vehicle
85923,Male,32,1,23,0,Yes,88,152,0,0,NA,23,New vehicle
85930,Female,21,1,18,1,No,889,152,0,1,NA,27,New vehicle
85933,Female,19,1,45,1,No,1240,151,1,0,1,18,New vehicle
85938,Male,71,1,25,0,Yes,88,156,0,0,NA,45,Old vehicle
85950,Male,24,1,25,0,No,88,156,0,0,NA,12,New vehicle
85988,Female,24,1,41,1,No,902,160,1,0,1,41,New vehicle
85993,Female,53,1,23,0,Yes,1168,124,1,1,0,27,Recent vehicle
86008,Male,59,1,5,1,No,88,15,1,0,0,12,Recent vehicle
86013,Female,22,1,14,1,No,88,152,0,1,NA,6,New vehicle
86014,Female,27,1,26,0,Yes,824,152,1,0,1,37,New vehicle
86016,Male,27,1,23,1,No,1012,152,1,1,1,24,New vehicle
86017,Male,28,1,38,0,Yes,871,152,0,0,NA,13,New vehicle
86036,Female,24,1,7,1,No,738,160,0,1,NA,23,New vehicle
86057,Male,76,1,25,0,Yes,2280,122,1,1,1,31,Old vehicle
86061,Male,68,1,45,0,Yes,1746,25,0,1,NA,34,Old vehicle
86063,Female,42,1,7,0,Yes,88,26,0,1,NA,36,Old vehicle
86084,Male,36,1,25,1,No,1463,26,0,0,NA,21,Recent vehicle
86092,Female,32,1,7,0,Yes,902,156,0,1,NA,1,New vehicle
86106,Female,52,1,39,0,Yes,945,124,0,1,NA,14,Recent vehicle
86118,Male,37,1,45,1,Yes,851,30,0,1,NA,34,Recent vehicle
86131,Male,24,1,51,1,Yes,88,160,1,0,1,22,New vehicle
86146,Male,43,1,25,0,Yes,1105,25,0,1,NA,35,Recent vehicle
86152,Male,41,1,25,0,No,88,116,0,0,NA,7,Recent vehicle
86160,Male,59,1,25,0,Yes,88,157,1,0,1,15,Recent vehicle
86161,Male,48,1,3,0,Yes,88,124,0,0,NA,29,Recent vehicle
86165,Female,37,1,3,1,No,1576,152,0,0,NA,25,Recent vehicle
86170,Male,33,1,7,1,No,587,152,0,1,NA,29,Recent vehicle
86196,Female,49,1,25,1,No,1494,26,1,1,1,38,Recent vehicle
86198,Female,38,1,45,0,Yes,1227,26,1,1,1,24,Recent vehicle
86199,Male,55,1,7,1,No,1732,11,0,0,NA,38,Recent vehicle
86204,Female,42,1,25,0,Yes,1601,124,0,0,NA,17,Recent vehicle
86206,Male,48,1,15,0,Yes,88,156,0,0,NA,12,Recent vehicle
86213,Female,37,1,25,1,No,1268,26,1,1,1,11,Recent vehicle
86237,Female,39,1,25,1,No,770,152,0,1,NA,30,Recent vehicle
86267,Male,26,1,7,1,No,1008,152,1,1,1,12,New vehicle
86269,Female,24,1,42,0,Yes,1424,160,0,1,NA,11,New vehicle
86297,Female,38,1,38,1,No,1118,152,1,1,1,41,Recent vehicle
86299,Female,20,1,13,0,Yes,1138,152,0,0,NA,16,New vehicle
86310,Female,55,1,37,0,Yes,1335,152,0,1,NA,14,Recent vehicle
86315,Male,44,1,29,0,Yes,919,124,0,0,NA,21,Recent vehicle
86320,Male,53,1,10,0,Yes,88,26,0,1,NA,27,Recent vehicle
86324,Female,51,1,25,1,No,2980,26,0,0,NA,40,Recent vehicle
86327,Male,26,1,3,1,No,1566,152,0,0,NA,3,New vehicle
86336,Male,60,1,16,1,No,1006,26,0,1,NA,7,Recent vehicle
86344,Male,21,1,23,1,No,883,152,0,0,NA,24,New vehicle
86359,Male,75,1,25,0,Yes,1398,26,1,0,1,38,Recent vehicle
86373,Male,40,1,25,1,Yes,88,26,0,0,NA,16,Recent vehicle
86382,Female,37,1,10,0,Yes,678,156,0,0,NA,27,Recent vehicle
86383,Male,33,1,16,0,Yes,1214,152,0,0,NA,25,New vehicle
86388,Female,25,1,38,0,Yes,1759,124,0,0,NA,4,Recent vehicle
86393,Female,21,1,37,1,No,1097,152,1,0,1,17,New vehicle
86425,Male,62,1,25,0,Yes,1826,26,1,0,0,28,Recent vehicle
86432,Female,27,1,36,1,No,1415,152,1,0,1,22,New vehicle
86448,Male,38,1,7,0,Yes,1593,11,0,0,NA,19,Recent vehicle
86454,Male,53,1,16,0,Yes,1209,124,0,0,NA,28,Old vehicle
86460,Female,21,1,12,1,No,1252,152,0,0,NA,43,New vehicle
86462,Female,47,1,25,0,Yes,1582,26,1,1,1,26,Recent vehicle
86467,Female,27,1,22,0,Yes,88,152,0,1,NA,35,New vehicle
86471,Female,18,1,38,1,No,915,160,0,1,NA,25,New vehicle
86473,Female,20,1,17,1,No,1134,152,0,0,NA,4,New vehicle
86503,Male,19,1,8,0,Yes,967,152,0,1,NA,15,New vehicle
86507,Female,24,1,17,0,No,1622,152,0,0,NA,19,New vehicle
86510,Male,27,1,6,1,No,863,152,1,0,1,39,New vehicle
86513,Female,21,1,40,1,No,576,152,0,1,NA,3,New vehicle
86524,Female,38,1,38,0,Yes,88,157,1,1,1,19,Recent vehicle
86527,Female,31,1,24,1,No,1097,152,0,0,NA,33,New vehicle
86530,Female,26,1,25,0,Yes,88,26,0,1,NA,37,Recent vehicle
86542,Female,31,1,41,1,No,1165,152,0,0,NA,8,New vehicle
86561,Male,25,1,7,0,No,88,160,0,0,NA,39,New vehicle
86571,Female,44,1,25,0,Yes,1406,124,0,1,NA,18,Old vehicle
86584,Male,61,1,12,1,No,828,152,0,1,NA,26,Recent vehicle
86592,Female,20,1,45,1,No,1868,152,1,0,1,17,New vehicle
86603,Male,61,1,25,0,Yes,1371,124,0,1,NA,35,Recent vehicle
86611,Male,18,1,12,1,No,1911,152,0,1,NA,3,New vehicle
86644,Female,29,1,25,0,Yes,1383,124,1,1,1,11,New vehicle
86682,Male,45,1,27,0,Yes,884,157,0,1,NA,7,Recent vehicle
86685,Male,48,1,45,1,No,911,124,0,1,NA,30,Recent vehicle
86692,Female,40,1,12,0,Yes,88,26,0,1,NA,18,Recent vehicle
86696,Female,62,1,45,1,No,2190,122,1,0,1,0,Recent vehicle
86697,Female,55,1,51,0,Yes,1200,26,1,0,1,24,Recent vehicle
86698,Female,50,1,7,1,No,1373,26,0,1,NA,13,Recent vehicle
86701,Male,41,1,25,0,Yes,1207,26,0,0,NA,17,Recent vehicle
86743,Female,34,1,45,1,No,998,151,0,1,NA,34,New vehicle
86753,Female,34,1,12,0,Yes,88,157,0,1,NA,38,Recent vehicle
86764,Male,65,1,24,0,Yes,88,124,0,1,NA,25,Recent vehicle
86772,Male,43,1,8,0,Yes,880,26,0,0,NA,32,Recent vehicle
86777,Male,22,1,45,1,No,1752,152,0,0,NA,6,New vehicle
86833,Female,19,1,24,1,No,4518,152,0,0,NA,34,New vehicle
86845,Female,30,1,12,1,No,1020,152,0,1,NA,29,Recent vehicle
86846,Female,33,1,25,0,Yes,910,124,1,0,1,28,Old vehicle
86855,Male,23,1,18,1,No,866,152,1,0,1,17,New vehicle
86857,Male,42,1,45,0,Yes,1380,26,0,1,NA,25,Recent vehicle
86858,Male,23,1,12,1,No,793,152,0,1,NA,18,New vehicle
86859,Female,43,1,25,0,Yes,1138,42,1,1,1,3,Recent vehicle
86870,Male,51,1,7,1,Yes,691,26,0,0,NA,9,Recent vehicle
86873,Male,26,1,16,1,No,1157,152,0,0,NA,43,New vehicle
86874,Female,29,1,32,1,No,1144,152,1,0,0,20,New vehicle
86906,Male,23,1,36,1,No,1063,152,0,0,NA,19,New vehicle
86910,Female,55,1,14,0,Yes,88,124,0,1,NA,13,Recent vehicle
86936,Male,23,1,15,1,No,88,152,0,0,NA,28,New vehicle
86938,Male,53,1,7,0,Yes,1043,3,1,1,0,9,Recent vehicle
86943,Male,18,1,18,0,Yes,805,152,0,0,NA,39,New vehicle
86944,Male,19,1,18,1,No,899,160,1,0,1,38,New vehicle
86960,Male,20,1,45,1,No,946,152,0,0,NA,30,New vehicle
86966,Female,41,1,25,0,Yes,88,156,0,0,NA,5,Recent vehicle
86968,Male,46,1,39,0,Yes,934,124,0,0,NA,22,Recent vehicle
86972,Female,65,1,25,1,No,1012,26,0,0,NA,9,Recent vehicle
86995,Male,23,1,45,1,No,2069,152,1,0,0,4,New vehicle
86998,Male,24,1,3,0,Yes,1373,152,0,0,NA,27,New vehicle
87001,Male,59,1,29,0,No,1284,26,0,0,NA,23,Recent vehicle
